2026-06-21 20:38:05,804 | INFO    | __main__ | Comandos: !barril, !cura, !drop, !formiga, !voa
2026-06-21 20:38:05,804 | INFO    | __main__ | Presentes executaveis: gamepad, gg, ice cream cone, pop, rose, tiktok
2026-06-21 20:38:05,804 | INFO    | __main__ | Acao de meta de likes: configurada (Python)
2026-06-21 20:38:05,804 | INFO    | __main__ | Acao de seguir: configurada (Python)
2026-06-21 20:38:05,805 | INFO    | __main__ | Acao de entrar na live: desligada (JOIN_ENABLED)
2026-06-21 20:38:05,805 | INFO    | __main__ | Meta NUCLEAR: 1000 likes
2026-06-21 20:38:05,805 | INFO    | __main__ | Ranking ATIVO em MODO TESTE (banco separado: live_caos_teste.db). O banco real (live_caos.db) nao sera tocado.
2026-06-21 20:38:05,814 | INFO    | src.key_executor | Backend de teclado: pydirectinput
2026-06-21 20:38:05,815 | INFO    | src.file_bridge | Ponte por arquivo: C:\Users\davi\AppData\Roaming\Hytale\UserData\Saves\novo v2 (release)\mods\br.livecaos_livecaos\livecaos\fila.txt
2026-06-21 20:38:06,099 | INFO    | websockets.server | server listening on [::1]:8765
2026-06-21 20:38:06,100 | INFO    | websockets.server | server listening on 127.0.0.1:8765
2026-06-21 20:38:06,100 | INFO    | src.panel_server | Painel WebSocket ouvindo em ws://localhost:8765
2026-06-21 20:38:06,100 | INFO    | src.command_queue | Worker da fila iniciado
2026-06-21 20:38:06,100 | INFO    | src.tiktok_listener | MODO SIMULACAO ativo — gerando eventos falsos
2026-06-21 20:38:06,100 | INFO    | src.tiktok_listener | Simulacao vai sortear presentes: gamepad, gg, Rose, ice cream cone, pop, tiktok
2026-06-21 20:38:09,259 | INFO    | src.tiktok_listener | Simulacao rodando (tick 0)
2026-06-21 20:38:13,255 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-21 20:38:13,256 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-21 20:38:13,263 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-21 20:38:16,832 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @pedrocaos
2026-06-21 20:38:16,832 | INFO    | src.command_queue | Enfileirado: tiktok por @pedrocaos (fila=1)
2026-06-21 20:38:16,838 | INFO    | src.command_queue | Executado: tiktok por @pedrocaos
2026-06-21 20:38:25,605 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-21 20:38:25,605 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-21 20:38:25,612 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-21 20:38:31,789 | INFO    | src.tiktok_listener | Novo seguidor @joao_zoeira -> fogo
2026-06-21 20:38:31,789 | INFO    | src.command_queue | Enfileirado: __follow__ por @joao_zoeira (fila=1)
2026-06-21 20:38:31,794 | INFO    | src.command_queue | Executado: __follow__ por @joao_zoeira
2026-06-21 20:38:34,595 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-21 20:38:34,596 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-21 20:38:34,601 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-21 20:38:43,516 | INFO    | src.tiktok_listener | Novo seguidor @ana.gamer -> fogo
2026-06-21 20:38:43,516 | INFO    | src.command_queue | Enfileirado: __follow__ por @ana.gamer (fila=1)
2026-06-21 20:38:43,521 | INFO    | src.command_queue | Executado: __follow__ por @ana.gamer
2026-06-21 20:38:45,846 | INFO    | src.tiktok_listener | Meta de likes batida por @ana.gamer -> zumbi
2026-06-21 20:38:45,846 | INFO    | src.command_queue | Enfileirado: __likes__ por @ana.gamer (fila=1)
2026-06-21 20:38:45,853 | INFO    | src.command_queue | Executado: __likes__ por @ana.gamer
2026-06-21 20:38:54,057 | INFO    | src.command_queue | Enfileirado: !barril por @pedrocaos (fila=1)
2026-06-21 20:38:54,059 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-21 20:38:56,760 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-21 20:39:04,991 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@pedrocaos)
2026-06-21 20:39:07,435 | INFO    | src.tiktok_listener | Simulacao rodando (tick 20)
2026-06-21 20:39:13,341 | INFO    | src.command_queue | Enfileirado: !cura por @pedrocaos (fila=1)
2026-06-21 20:39:13,342 | WARNING | src.command_queue | Jogo fora de foco; descartando !cura
2026-06-21 20:39:20,329 | INFO    | src.tiktok_listener | Presente executavel: Rose de @ana.gamer
2026-06-21 20:39:20,329 | INFO    | src.command_queue | Enfileirado: Rose por @ana.gamer (fila=1)
2026-06-21 20:39:20,334 | INFO    | src.command_queue | Executado: Rose por @ana.gamer
2026-06-21 20:39:22,124 | INFO    | src.tiktok_listener | Presente executavel: gg de @joao_zoeira
2026-06-21 20:39:22,124 | INFO    | src.command_queue | Enfileirado: gg por @joao_zoeira (fila=1)
2026-06-21 20:39:22,132 | INFO    | src.command_queue | Executado: gg por @joao_zoeira
2026-06-21 20:39:25,386 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-21 20:39:25,387 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-21 20:39:25,394 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-21 20:39:28,880 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-21 20:39:28,880 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-21 20:39:28,886 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-21 20:39:31,904 | INFO    | src.command_queue | Enfileirado: !barril por @ana.gamer (fila=1)
2026-06-21 20:39:31,905 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-21 20:39:33,981 | INFO    | src.command_queue | Enfileirado: !formiga por @lua_fps (fila=1)
2026-06-21 20:39:33,981 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-21 20:39:35,514 | INFO    | src.tiktok_listener | Presente executavel: tiktok de @lua_fps
2026-06-21 20:39:35,514 | INFO    | src.command_queue | Enfileirado: tiktok por @lua_fps (fila=1)
2026-06-21 20:39:35,521 | INFO    | src.command_queue | Executado: tiktok por @lua_fps
2026-06-21 20:39:38,619 | INFO    | src.cooldown | Descartado por cooldown global: !barril (user=@ana.gamer)
2026-06-21 20:39:42,262 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@ana.gamer)
2026-06-21 20:39:47,544 | INFO    | src.command_queue | Enfileirado: !barril por @lua_fps (fila=1)
2026-06-21 20:39:47,545 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-21 20:39:56,187 | INFO    | src.command_queue | Enfileirado: !drop por @lua_fps (fila=1)
2026-06-21 20:39:56,187 | WARNING | src.command_queue | Jogo fora de foco; descartando !drop
2026-06-21 20:40:05,079 | INFO    | src.command_queue | Enfileirado: !barril por @joao_zoeira (fila=1)
2026-06-21 20:40:05,079 | INFO    | src.tiktok_listener | Simulacao rodando (tick 40)
2026-06-21 20:40:05,080 | WARNING | src.command_queue | Jogo fora de foco; descartando !barril
2026-06-21 20:40:08,014 | INFO    | src.tiktok_listener | Novo seguidor @pedrocaos -> fogo
2026-06-21 20:40:08,015 | INFO    | src.command_queue | Enfileirado: __follow__ por @pedrocaos (fila=1)
2026-06-21 20:40:08,021 | INFO    | src.command_queue | Executado: __follow__ por @pedrocaos
2026-06-21 20:40:13,187 | INFO    | src.tiktok_listener | Novo seguidor @lua_fps -> fogo
2026-06-21 20:40:13,187 | INFO    | src.command_queue | Enfileirado: __follow__ por @lua_fps (fila=1)
2026-06-21 20:40:13,193 | INFO    | src.command_queue | Executado: __follow__ por @lua_fps
2026-06-21 20:40:17,791 | INFO    | src.cooldown | Descartado por cooldown de usuario: !barril (user=@joao_zoeira)
2026-06-21 20:40:20,315 | INFO    | src.command_queue | Enfileirado: !formiga por @pedrocaos (fila=1)
2026-06-21 20:40:20,316 | WARNING | src.command_queue | Jogo fora de foco; descartando !formiga
2026-06-21 20:40:23,651 | INFO    | src.tiktok_listener | Presente executavel: gg de @lua_fps
